State,Year,Population,Property_Crime_Rate,Property_Burglary_Rate,Property_Larceny_Rate,Property_Motor_Rate,Violent_Crime_Rate,Violent_Assault_Rate,Violent_Murder_Rate,Violent_Rape_Rate,Violent_Robbery_Rate
California,2009,36961664,2731,622.8,1665,443.3,473.3,271,5.3,23.6,173.4
California,2010,37338198,2629.9,612.9,1608.4,408.5,439.6,256.8,4.8,22.3,155.6
California,2011,37683933,2584.2,610.5,1584,389.7,411.2,242,4.8,20.3,144.1
California,2012,38041430,2758.7,646.1,1669.5,443.2,423.1,248.9,5,20.6,148.6
California,2013,38332521,2658.1,605.4,1621.5,431.2,402.1,232.3,4.6,25.3,139.9
California,2014,38802500,2441.1,522.3,1527.4,391.3,396.1,236.6,4.4,29.7,125.5
California,2015,39144818,2618.3,504.3,1677.1,436.8,426.3,253.8,4.8,32.7,135
California,2016,39250017,2553,479.8,1623,450.3,445.3,265.9,4.9,34.9,139.6
California,2017,39536653,2496.7,446.9,1623.9,425.9,449.3,264.2,4.6,37.2,143.2
California,2018,39557045,2380.4,416.2,1571.8,392.4,447.4,266.5,4.4,39.2,137.3
California,2019,39512223,2331.2,386.1,1586.3,358.8,441.2,267.1,4.3,37.5,132.4
Colorado,1960,1753947,2035.1,569.9,1251.4,213.8,137.3,42.4,4.2,13.1,77.7
Colorado,1961,1781000,2254.7,655.9,1322.3,276.5,149.3,40,4.7,12.9,91.7
Colorado,1962,1907000,2510.3,681.1,1507.1,322.2,156.8,51.8,5,14.8,85.2
Colorado,1963,1961000,2530.5,670.5,1553.5,306.5,130.3,42.6,4.8,14.5,68.3
Colorado,1964,1966000,2570.1,679.9,1619,271.2,158.6,70.1,4.2,17.1,67.3
Colorado,1965,1969000,2551.8,650.9,1652.2,248.7,152.7,78.6,3.5,16.2,54.5
Colorado,1966,1977000,2840.7,711,1831.3,298.3,168.9,93.8,4,17.3,53.8
Colorado,1967,1975000,3117.2,789.4,2019.5,308.4,191.8,98.9,4.1,20.9,67.9
Colorado,1968,2048000,3599.6,917,2262,420.6,263,135,5.4,26.1,96.5
Colorado,1969,2100000,4199.4,1133.2,2559.2,507,298.8,154,5.3,28.8,110.7
Colorado,1970,2207259,4961.4,1380.9,2992.1,588.4,356.7,185.4,6.2,36,129.1
Colorado,1971,2283000,5143.3,1450,3128.5,564.8,373.6,193.8,6.5,38.4,134.9
Colorado,1972,2357000,5188.2,1580.1,3018.8,589.3,405.4,217.3,8.3,38.4,141.4
Colorado,1973,2437000,5081.9,1598.8,2910.6,572.5,414,204.4,7.9,38.7,162.9
Colorado,1974,2496000,5736,1843.1,3354.2,538.6,429.8,221.6,6,36.5,165.7
Colorado,1975,2534000,6212.4,2001.2,3744,467.2,463.1,240.1,7.4,41.5,174.1
Colorado,1976,2583000,6365.4,1879.9,4043.5,442,417,236.7,6.8,33.8,139.7
Colorado,1977,2619000,6315.6,1935.2,3903.2,477.1,511.9,292.9,6.3,42,170.7
Colorado,1978,2670000,6334.5,1869.6,3977,487.9,498,281.9,7.3,49.6,159.2
Colorado,1979,2772000,6529,1794.4,4253.2,481.4,522.1,306.1,5.8,53.1,157
Colorado,1980,2878407,6804.9,2030.8,4325.8,448.3,528.6,309.2,6.9,52.5,160.1
Colorado,1981,2963000,6821.4,2031.6,4375.9,413.9,531.7,318.5,8.1,45.6,159.5
Colorado,1982,3045000,6575.7,1749.1,4429.3,397.3,504.2,303.1,6,44.5,150.6
Colorado,1983,3139000,6150.7,1532.4,4245.7,372.7,476.4,301.7,6.4,41.9,126.4
Colorado,1984,3178000,6013.3,1561.3,4054.7,397.3,457.8,299,5.8,39,114
Colorado,1985,3231000,6448,1748.1,4267,432.9,471,300.1,5.8,40.9,124.2
Colorado,1986,3267000,6508.3,1791.6,4230.8,486,523.6,329.4,7,42.3,144.8
Colorado,1987,3296000,5983.8,1534.6,4012.9,436.3,467.5,302.1,5.8,40.8,118.8
Colorado,1988,3290000,5705.7,1383.1,3900.6,422,472.6,329.5,5.7,38.6,98.8
Colorado,1989,3317000,5568,1250.4,3864.8,452.9,471.4,340.8,4.4,36.2,90
Colorado,1990,3294394,5527.8,1208.8,3890.6,428.4,526,385,4.2,46.2,90.6
Colorado,1991,3377000,5514.8,1158.3,3930,426.4,559.3,398.9,5.9,47,107.4
Colorado,1992,3470000,5379.9,1090.9,3780.1,509,578.8,404.9,6.2,47.3,120.5
Colorado,1993,3566000,4959.5,1009.8,3499.4,450.3,567.3,399,5.8,45.8,116.7
Colorado,1994,3656000,4808.8,925.7,3490.2,392.9,509.6,354,5.4,43.2,106.9
Colorado,1995,3747000,4956.1,934.1,3634.5,387.5,440.2,298.7,5.8,39.5,96.2
Colorado,1996,3823000,4714,900.8,3415.5,397.8,404.5,255.4,4.7,46.2,98.2
Colorado,1997,3893000,4287.2,796.1,3077.3,413.7,363.2,232.8,4,43.1,83.3
Colorado,1998,3971000,4109.5,786.5,2917.9,405.1,377.9,244.4,4.6,47.4,81.5
Colorado,1999,4056133,3722.8,665.1,2692.9,364.8,340.5,219.2,4.6,41.4,75.3
Colorado,2000,4301261,3648.6,630.8,2623.5,394.3,334,219.1,3.1,41.2,70.5
Colorado,2001,4430989,3856.6,643.9,2738.9,473.8,349.6,222.3,3.6,43.6,80.2
Colorado,2002,4501051,4000.3,703.8,2781.4,515.1,352.9,223.5,4,45.9,79.5
Colorado,2003,4547633,3951.6,712.3,2737.6,501.7,346.5,218.2,4.1,42.1,82.2
Colorado,2004,4601821,3918.5,717.3,2679.5,521.6,372,244.2,4.4,42.3,81.3
Colorado,2005,4663295,4041,745.1,2736,560,397,264.9,3.7,43.4,84.7
Colorado,2006,4753377,3438.4,681.9,2322,434.6,395.4,265.9,3.6,45.4,80.4
Colorado,2007,4861515,2999.2,589,2067.6,342.6,351.8,234.7,3.2,42.7,71.2
Colorado,2008,4939456,2821,568,1982.7,270.3,353.9,238.1,3.3,43.5,68.9
Colorado,2009,5024748,2670.7,530.1,1892.2,248.4,338.8,223.4,3.2,45.2,67.1
Colorado,2010,5047692,2674.5,519,1932.2,223.3,323.7,214.3,2.6,44.2,62.7
Colorado,2011,5116302,2595.3,502.8,1877.4,215,314.4,202.2,3,44.7,64.5
Colorado,2012,5187582,2684.7,504.2,1947.4,233.1,308.9,199.6,3.1,40.7,65.4
Colorado,2013,5268367,2658.5,476.1,1944.5,237.9,308,189.1,3.4,55.7,59.8
Colorado,2014,5355866,2530.1,438.2,1857.1,234.8,309.1,192.8,2.8,56.7,56.7
Colorado,2015,5456574,2641.5,429.8,1918.5,293.2,321,197.2,3.2,59.7,60.9
Colorado,2016,5540545,2740.7,431.4,1955.3,354,342.6,211.1,3.7,64.2,63.7
Colorado,2017,5607154,2701.6,406.9,1904.9,389.9,368.1,226.9,3.9,68.8,68.4
Colorado,2018,5695564,2671.6,375.2,1915.9,380.5,397.2,255.4,3.7,71.5,66.7
Colorado,2019,5758736,2590.7,348.4,1858.3,384,381,246.3,3.8,67.2,63.6
Connecticut,1960,2535234,1119.9,333.4,656.9,129.7,36.6,21.6,1.6,4.1,9.3
Connecticut,1961,2614000,1211.1,364.4,715.8,130.8,33.6,21.1,1,2.4,9.1
Connecticut,1962,2597000,1301.4,395,760.1,146.2,36.1,21.8,1.3,3.1,9.9
Connecticut,1963,2666000,1532.4,470.9,877.6,183.9,44.7,25.9,1.8,3.3,13.7
Connecticut,1964,2766000,1742,531.9,1003.4,206.7,64.1,41.9,1.8,5.5,15
Connecticut,1965,2832000,1764.8,563.5,983.8,217.4,69.7,43.5,1.6,5.2,19.3
Connecticut,1966,2875000,1907.6,616.6,1040.7,250.3,74.6,45.8,2,6,20.9
Connecticut,1967,2925000,2185.4,751.7,1112.6,321.1,95.9,55.7,2.4,5.6,32.2
Connecticut,1968,2959000,2761.1,964.4,1420.5,376.1,129.3,73.7,2.5,8,45
Connecticut,1969,3000000,3078.3,987.5,1663,427.8,147.2,79.1,2.9,8.7,56.5
Connecticut,1970,3032217,3319,1084.2,1750.7,484.2,170.4,87.4,3.5,9.1,70.4
Connecticut,1971,3081000,3452.5,1067.3,1846,539.1,193.7,95.5,3.1,11.9,83.2
Connecticut,1972,3082000,3203.9,956.8,1778,469.1,199.2,107.9,3.2,8.9,79.1
Connecticut,1973,3076000,3455.7,1029.3,1909.7,516.7,208.7,110.1,3.3,11.1,84.2
Connecticut,1974,3088000,4178.8,1353.9,2275,549.9,228.1,121.4,3.3,11.2,92.3
Connecticut,1975,3095000,4688.6,1512.6,2603.6,572.4,268.4,120.6,3.9,12.4,131.5
Connecticut,1976,3117000,4731.4,1383.9,2785.8,561.8,273.2,132.8,3.1,14.4,122.9
Connecticut,1977,3108000,4559.8,1346,2620.7,593.2,282.3,131.8,4.2,16.8,129.5
Connecticut,1978,3099000,4614.5,1362,2597.6,654.9,315,138.8,4.2,17.2,154.8
Connecticut,1979,3115000,5365.4,1548.3,3113.9,703.2,414.2,192.6,4.2,24.1,193.3
Connecticut,1980,3095224,5469.2,1700.6,3089.6,678.9,412.5,168.1,4.7,21.6,218
Connecticut,1981,3132000,5389.2,1691.9,3094.7,602.6,448.1,174.6,5.4,21.9,246.1
Connecticut,1982,3153000,5028,1410.8,3065,552.2,399.5,163.9,5.2,21.9,208.5
Connecticut,1983,3138000,4602.8,1274.3,2849.6,478.9,375,150.3,4.1,20,200.6
Connecticut,1984,3154000,4235,1128.9,2683.3,422.8,393.8,175.4,3.9,24.1,190.5
Connecticut,1985,3174000,4302.8,1135.5,2726,441.3,402,184.1,3.8,24,190
Connecticut,1986,3189000,4403,1197.6,2758.3,447.1,425.8,205.1,4.6,23.8,192.2
Connecticut,1987,3211000,4576.7,1218.3,2829.4,529,419,211.1,4.9,24.9,178.1
Connecticut,1988,3241000,4642.2,1218,2810.2,614,455.4,236.2,5.4,26.2,187.6
Connecticut,1989,3239000,4758.2,1236,2824.4,697.8,511.8,263.6,5.9,27.5,214.8
Connecticut,1990,3287116,4833,1227.7,2874.4,730.9,553.7,286,5.1,27.9,234.8
Connecticut,1991,3291000,4824.4,1191.1,2837.6,795.7,539.7,280.5,5.7,29.2,224.4
Connecticut,1992,3281000,4557.6,1108.6,2726.7,722.3,495.3,252.5,5.1,26.9,210.9
Connecticut,1993,3277000,4194.2,978.1,2620.6,595.5,456.2,228.7,6.3,24.4,196.7
Connecticut,1994,3275000,4092.5,889.8,2586.9,615.8,455.5,236.5,6.6,24.6,187.8
Connecticut,1995,3275000,4097.3,888.4,2668.7,540.2,405.9,214.4,4.6,23.7,163.2
Connecticut,1996,3274000,3815.6,842.2,2484.1,489.4,412,214.6,4.8,23.1,169.6
Connecticut,1997,3270000,3593.4,738.3,2410.4,444.7,390.9,211.6,3.8,22.6,152.9
Connecticut,1998,3274000,3420.2,665.9,2366.3,388.1,366.3,206.2,4.1,22.2,133.8
Connecticut,1999,3282031,3043.7,588,2111.5,344.2,345.6,198.9,3.3,19.9,123.5
Connecticut,2000,3405565,2908,512,2011.4,384.6,324.7,189.4,2.9,19.9,112.5
Connecticut,2001,3434602,2774.7,499.6,1914.7,360.4,334.6,191.1,3.1,18.6,121.8
Connecticut,2002,3458587,2701.3,494.7,1871.7,334.8,312.5,171,2.4,21.4,117.6
Connecticut,2003,3486960,2666.5,460.1,1880.4,326.1,316.8,172.7,3.2,20,120.8
Connecticut,2004,3498966,2684.9,456.1,1908.3,320.5,289,144.9,2.9,21.6,119.7
Connecticut,2005,3500701,2579,435.5,1840,303,273,136.9,3,20.3,112.3
Connecticut,2006,3504809,2586.1,444.6,1847.9,293.6,299.7,148.7,3.9,19.9,127.3
Connecticut,2007,3502309,2470.6,446.6,1739.9,284.1,301.1,155.4,3.2,19.7,122.9
Connecticut,2008,3501252,2490.8,431.5,1805.4,253.9,306.7,168,3.8,19.4,115.5
Connecticut,2009,3518288,2348.4,431.2,1705.1,212.1,300.9,165.5,3,18.7,113.7
Connecticut,2010,3575498,2188.8,423.6,1577.8,187.4,282,162.3,3.7,16.6,99.4
Connecticut,2011,3586717,2152.5,431.3,1535.3,186,275.7,150.1,3.6,19.2,102.9
Connecticut,2012,3590347,2140,409.7,1550.7,179.6,283,150.6,4.1,25.6,102.7
Connecticut,2013,3596080,1974.1,358.5,1442.6,173,262.5,135.4,2.4,26.6,98.2
Connecticut,2014,3596677,1920.4,332.4,1418.1,169.9,236.9,125,2.4,21.7,87.8
Connecticut,2015,3590886,1812,280,1355.5,176.5,218.5,113.1,3.3,21.5,80.5
Connecticut,2016,3576452,1808,280.9,1328.5,198.7,227.1,128,2.2,21.3,75.6
Connecticut,2017,3588184,1769.9,247.8,1318.5,203.7,228,123.4,2.8,23.3,78.4
Connecticut,2018,3572665,1681,222.5,1251.8,206.7,207.4,120.2,2.3,23.5,61.4
Connecticut,2019,3565287,1426.6,180.7,1078.7,167.3,183.6,105,2.9,21.6,54.1
Delaware,1960,446292,2076.4,596.2,1314.6,165.6,84,32.3,7.4,9.2,35.2
Delaware,1961,458000,2040,591.9,1284.9,163.1,69.4,32.1,4.4,5.9,27.1
Delaware,1962,469000,2165.7,600,1381.4,184.2,72.1,28.6,4.3,9.4,29.9
Delaware,1963,476000,2288.2,707.1,1377.9,203.2,89.1,37,5,9,38
Delaware,1964,491000,2403.5,674.7,1468.6,260.1,110.2,56,4.7,8.1,41.3
Delaware,1965,505000,2297.6,647.9,1398.4,251.3,111.1,42.2,5.7,6.5,56.6
Delaware,1966,512000,2491.8,762.3,1458.8,270.7,127.9,50.8,9,9.6,58.6
Delaware,1967,524000,2710.7,832.1,1500.2,378.4,180.9,95.4,8.6,11.5,65.5
Delaware,1968,534000,2924.3,885,1619.3,420,241.2,113.7,8.4,14,105.1
Delaware,1969,540000,3207.6,877.2,1859.8,470.6,294.1,154.8,8,13.7,117.6
Delaware,1970,548104,3935.6,1056.2,2320.4,559,327.5,195.8,7.7,18.6,105.5
Delaware,1971,558000,4645.9,1390.5,2670.6,584.8,369.2,200.7,6.1,18.3,144.1
Delaware,1972,565000,4137.7,1249.4,2397.2,491.2,386,234.9,6.9,14.2,130.1
Delaware,1973,576000,4232.6,1219.4,2526.4,486.8,350,238,5.9,15.8,90.3
Delaware,1974,573000,5506.5,1517.8,3459.9,528.8,443.1,287.6,10.3,17.3,127.9
Delaware,1975,579000,6276.2,1826.3,3926.9,523,392.1,209.5,7.3,18.1,157.2
Delaware,1976,582000,5942.8,1542.6,3915.8,484.4,321.6,169.1,6.2,17.7,128.7
Delaware,1977,582000,5828,1682.6,3678.4,467,382.1,194.2,6,24.9,157
Delaware,1978,583000,5913.2,1623.7,3792.6,496.9,440.7,268.1,6.7,20.4,145.5
Delaware,1979,582000,5988.5,1527.5,3965.8,495.2,537.3,374.4,5.7,27.8,129.4
Delaware,1980,594779,6301.8,1630.5,4216.2,455.1,474.8,306.7,6.9,24.2,137
Delaware,1981,598000,6180.3,1609.9,4140.3,430.1,509,332.8,6.7,28.4,141.1
Delaware,1982,602000,5825.1,1444.9,3968.6,411.6,559.8,401.2,5.3,30.9,122.4
Delaware,1983,606000,5012.9,1223.4,3450.2,339.3,453.1,295.9,4.1,37.8,115.3
Delaware,1984,613000,4571.1,1089.4,3221.4,260.4,435.7,266.7,4.1,48.9,116
Delaware,1985,622000,4528,1097.4,3157.2,273.3,433.3,256.6,4.8,47.6,124.3
Delaware,1986,633000,4404.6,1042.3,3090.4,271.9,427,241.1,4.9,56.9,124.2
Delaware,1987,644000,4508.1,1020.5,3175.9,311.6,430.7,234.6,5.1,68.5,122.5
Delaware,1988,660000,4347.4,1040.6,3003.6,303.2,451.7,253.3,5.2,74.4,118.8
Delaware,1989,673000,4308.8,902.2,3015.5,391.1,556.5,328.1,5.1,84.5,138.8
Delaware,1990,666168,4705.1,970.5,3290.8,443.9,655.2,397.3,5,88.1,164.8
Delaware,1991,680000,5155.1,1127.6,3652.4,375.1,714.3,407.6,5.4,86.5,214.7
Delaware,1992,689000,4227.3,957.6,2963.6,306.1,621.2,379.5,4.6,85.8,151.2
Delaware,1993,700000,4186.3,892,2979,315.3,685.9,417.1,5,77,186.7
Delaware,1994,706000,4245.2,877.9,2950.1,417.1,644.3,400.7,4.7,77.3,161.6
Delaware,1995,717000,4433.8,905.3,3114.2,414.2,725,442.5,3.5,80.2,198.7
Delaware,1996,725000,4226.6,804.1,2988.3,434.2,668.3,421.5,4.3,62.6,179.9
Delaware,1997,732000,4997,877.2,3538.8,581,785.9,480.9,3,58.5,243.6
Delaware,1998,744000,4600.8,859.5,3313,428.2,762.4,498.3,2.8,67.1,194.2
Delaware,1999,753538,4103.6,696,3003.7,403.8,734.4,463,3.2,70.2,198
Delaware,2000,783600,3793.6,665.6,2725.9,402.1,684.4,449.2,3.2,54.1,177.9
Delaware,2001,796599,3439.5,645.7,2444.9,348.9,611.1,410.4,2.9,52.7,145.1
Delaware,2002,805945,3346,664.4,2302.3,379.3,600,409.2,3.2,44.4,143.2
Delaware,2003,818166,3415.3,741.4,2314.1,359.8,675.3,451.4,2.6,45.2,176.1
Delaware,2004,830069,3283.6,683,2323.3,277.3,615,406.8,3.4,43,161.8
Delaware,2005,841741,3118,690.4,2148,279,633,429.1,4.4,44.8,155.2
Delaware,2006,853476,3476.4,742.5,2396,337.9,701,437.4,4.9,48.9,209.8
Delaware,2007,864764,3378.5,742.4,2365.3,270.8,705.4,457.6,4.5,39.4,203.9
Delaware,2008,873092,3594.7,776.9,2524.9,292.9,708.6,448.1,6.5,42.5,211.5
Delaware,2009,885122,3353.8,784.4,2354,215.3,645.4,406.4,4.6,44.6,189.8
Delaware,2010,899792,3453.9,839.1,2399.8,215,623.3,377,5.7,36.2,204.4
Delaware,2011,908137,3431.5,838.8,2422.7,170.1,566.4,355.8,5.3,33.8,171.6
Delaware,2012,917092,3340.9,803.7,2380.6,156.6,547.4,352,6.2,26.5,162.7
Delaware,2013,925749,3065.5,662.3,2259.4,143.9,491.4,313.7,4.2,41,132.4
Delaware,2014,935614,2982,616.5,2230.1,135.4,489.1,306.4,5.8,41.3,135.6
Delaware,2015,945934,2691,504.6,2061.6,124.9,499,325.7,6.7,36,130.6
Delaware,2016,952065,2766,527.6,2078.7,159.7,508.8,327.8,5.9,32.4,142.7
Delaware,2017,961939,2440.6,412.7,1885.6,142.3,453.4,300.5,5.6,34.7,112.5
Delaware,2018,967171,2324.4,326.5,1845.3,152.6,423.6,294.2,5,34.9,89.5
Delaware,2019,973764,2252.2,304.8,1782.7,164.7,422.6,304.7,4.9,31.8,81.1
District of Columbia,1960,763956,2159.2,600.4,1296.5,262.2,553.7,388.2,10.6,14.5,140.3
District of Columbia,1961,763956,2237.4,641.7,1273.9,321.9,587.9,386.8,11.5,13.1,176.4
District of Columbia,1962,784000,2226.8,640.6,1257,329.2,605.9,383.3,11.6,10.5,200.5
District of Columbia,1963,798000,2612,875.2,1302.6,434.2,594,357.3,11.9,10.9,213.9
District of Columbia,1964,808000,3121.5,1102.7,1351.5,667.3,632.7,322.4,16.3,11.9,282.1
District of Columbia,1965,803000,3497,1231.1,1566.1,699.8,722.8,328.1,18.4,17.4,358.8
District of Columbia,1966,808000,4057.2,1299.3,1945.4,812.5,885.5,393.2,17.5,16.6,458.3
District of Columbia,1967,809000,5517.2,1817.3,2648.3,1051.5,1143.6,388.5,22,21.3,711.9
District of Columbia,1968,809000,6362.5,2218.8,2740.3,1403.5,1505.6,383.6,24.1,32.1,1065.8
District of Columbia,1969,798000,8270.9,2869.9,3998.7,1402.3,2135.1,452.3,36,97.2,1549.6
District of Columbia,1970,756510,8656.6,2873.7,4314.3,1468.6,2226.8,540.5,29.2,95.2,1561.9
District of Columbia,1971,741000,7345.7,2539.5,3627.8,1178.4,2170.6,536,37.1,83,1514.4
District of Columbia,1972,748000,6179.8,1711.4,3690.2,778.2,1685.4,521,32.8,95.5,1036.2
District of Columbia,1973,746000,6339.8,1581.9,4126.1,631.8,1558.4,481.4,35.9,79.9,961.3
District of Columbia,1974,723000,5954.9,1953.8,3458.4,542.7,1603,388.8,38.3,77.6,1098.3
District of Columbia,1975,716000,5929.2,1838.5,3616.2,474.4,1774.3,392.7,32.8,72.6,1276.1
District of Columbia,1976,702000,5602.1,1690.7,3490.9,420.5,1481.3,378.8,26.8,72.4,1003.4
District of Columbia,1977,690000,5793.9,1679.7,3716.8,397.4,1426.5,375.9,27.8,58.3,964.5
District of Columbia,1978,674000,6147.6,1854.2,3819.6,473.9,1411.7,377.7,28,66.3,939.6
District of Columbia,1979,656000,6993.4,2050.6,4393.1,549.7,1608.7,451.8,27.4,74.5,1054.9
District of Columbia,1980,635233,8012.2,2559.7,4890.8,561.7,2010.6,509.4,31.5,69.1,1400.6
District of Columbia,1981,636000,8402.8,2646.5,5164.3,592,2274.8,539.6,35.1,65.1,1635.1
District of Columbia,1982,631000,8287.6,2341.4,5298.7,647.5,2123.1,577.7,30.7,66.7,1448
District of Columbia,1983,623000,7358.4,2003.7,4719.9,634.8,1915.4,585.2,29.4,65.2,1235.6
District of Columbia,1984,623000,6869.8,1758.3,4409.5,702.1,1721.5,657.6,28.1,58.7,977
District of Columbia,1985,626000,6374.4,1598.2,3973.5,802.7,1624.8,712,23.5,53.8,835.5
District of Columbia,1986,626000,6834,1727.6,4131.2,975.2,1505.3,667.9,31,52.4,754
District of Columbia,1987,622000,6841.3,1807.7,4021.2,1012.4,1610.3,817.4,36.2,39.4,717.4
District of Columbia,1988,620000,7993.1,1983.9,4616.8,1392.4,1921.6,917.7,59.5,26.6,917.7
District of Columbia,1989,604000,8151.5,1950.3,4828.5,1372.7,2141.9,956.1,71.9,30.8,1083.1
District of Columbia,1990,606900,8316,1983,4996.9,1336.1,2458.2,1117,77.8,49.9,1213.5
District of Columbia,1991,598000,8314.7,2074.4,4879.9,1360.4,2453.3,1121.4,80.6,35.8,1215.6
District of Columbia,1992,589000,8574.2,1820.2,5205.9,1548,2832.8,1454.7,75.2,36.5,1266.4
District of Columbia,1993,578000,8839.3,1995.5,5449,1394.8,2921.8,1557.6,78.5,56.1,1229.6
District of Columbia,1994,570000,8422.6,1760.9,5212.5,1449.3,2662.6,1441.8,70,43.7,1107.2
District of Columbia,1995,554000,9512.1,1838.4,5833.8,1839.9,2661.4,1304.7,65,52.7,1239
District of Columbia,1996,543000,9426.9,1809.9,5779.9,1837,2469.8,1162.1,73.1,47.9,1186.7
District of Columbia,1997,529000,7814.9,1316.3,5067.9,1430.8,2024.2,1075.2,56.9,41.2,850.9
District of Columbia,1998,523000,7117,1216.3,4657.7,1243,1718.5,943,49.7,36.3,689.5
District of Columbia,1999,519000,6439.3,976.3,4181.3,1281.7,1627.7,889.2,46.4,47.8,644.3
District of Columbia,2000,572059,5768.6,829.5,3785.4,1153.7,1507.9,801,41.8,43.9,621.3
District of Columbia,2001,573822,6139.9,862.5,3888.5,1388.9,1602.4,871.9,40.3,31.5,658.7
District of Columbia,2002,569157,6409,908.4,3814.1,1686.5,1637.9,871.8,46.4,46,673.6
District of Columbia,2003,557620,5863.5,837.7,3249.3,1776.5,1624.9,824.4,44.7,49.1,706.8
District of Columbia,2004,554239,4852.8,712,2623.8,1517,1369.4,715.9,35.7,40.1,577.7
District of Columbia,2005,582049,4490,614.6,2549,1326,1380,682.2,33.5,28.5,635.7
District of Columbia,2006,581530,4653.9,659.5,2735.5,1258.9,1508.4,789.1,29.1,31.8,658.4
District of Columbia,2007,588292,4916.3,667.4,2956,1292.9,1415.1,626.7,30.8,32.6,725
District of Columbia,2008,591833,5104.6,640,3372.2,1092.4,1437.7,626.4,31.4,31.4,748.5
District of Columbia,2009,599657,4751.9,616.4,3213,922.5,1348.9,565.3,24.2,25,734.4
District of Columbia,2010,604912,4761.4,699.8,3225.9,835.7,1326.8,559.1,21.8,30.9,715
District of Columbia,2011,619020,4790.5,622,3448.5,720,1200.8,494,17.4,27.9,661.4
District of Columbia,2012,632323,4860.8,556.5,3725.3,579,1243.7,554.1,13.9,37.3,638.3
District of Columbia,2013,646449,4808.3,513,3795,500.3,1300.3,592.5,15.9,61.1,630.8
District of Columbia,2014,658893,5182.5,526,4082.3,574.1,1244.4,626.1,15.9,71.6,530.7
District of Columbia,2015,672228,4676.2,442,3748.7,485.5,1269.1,614.8,24.1,73.5,556.7
District of Columbia,2016,681170,4802.9,346.6,4019.8,436.5,1205.9,596.5,20.4,78.1,510.9
District of Columbia,2017,693972,4283.9,260.7,3650.4,372.8,1004.9,546.3,16.7,64,378
District of Columbia,2018,702455,4373.8,254.5,3750.1,369.1,995.9,565.3,22.8,64.1,343.8
District of Columbia,2019,705749,4367.1,261.1,3775.4,330.6,1049,592.1,23.5,48.9,384.4
Florida,1960,4951560,2481.2,807.1,1486.5,187.6,223.4,123.7,10.6,8.1,80.9
Florida,1961,5222000,2243.3,720.5,1353,169.7,217.8,129.4,9.1,7.6,71.7
Florida,1962,5459000,2345.3,743.3,1433.7,168.3,192.1,115.3,7.7,5.8,63.3
Florida,1963,5652000,2571,824.6,1575.3,171.2,215,128.7,8.2,7,71.1
Florida,1964,5705000,3068.2,963.3,1898.5,206.4,289.9,184.1,8.6,10.3,86.9
Florida,1965,5805000,3020.7,957,1855.9,207.8,299.5,188.6,8.9,13.3,88.6
Florida,1966,5941000,3378.5,1057.7,2077.5,243.3,337.8,213,10.3,14.7,99.9
Florida,1967,5995000,3713.3,1220.8,2206.8,285.7,390.3,233.6,10.5,15.2,130.9
Florida,1968,6160000,4045.4,1327,2398.5,319.9,453.1,263.3,11.9,18.1,159.9
Florida,1969,6354000,4279.7,1358.3,2538.4,382.9,462.9,267.5,11.3,21.2,162.8
Florida,1970,6789443,4819,1561.8,2860.6,396.6,498.2,277.2,12.7,22.2,186.1
Florida,1971,7041000,5125.2,1678.4,3054.1,392.7,547.9,319.7,13.3,24.3,190.6
Florida,1972,7259000,4822.3,1605.1,2851.1,366.1,554.5,326,12.7,26.4,189.4
Florida,1973,7678000,5355.7,1857.2,3048.6,449.9,604.6,335,15.4,31.9,222.3
Florida,1974,8090000,6709.7,2287.3,3939.5,482.9,677.6,351.8,14.7,36,275.2
Florida,1975,8357000,7032.7,2349.6,4240.4,442.6,688.5,399.6,13.5,35.7,239.7
Florida,1976,8421000,6368.4,1954.7,4074,339.7,648.3,415,10.7,36.3,186.4
Florida,1977,8452000,6051.8,1859.9,3840.5,351.4,686.8,449.1,10.2,39.6,187.9
Florida,1978,8594000,6303.9,1978.8,3936.5,388.6,765.6,502.5,11,46.1,206
Florida,1979,8860000,6854.2,2154.4,4267.5,432.3,833.9,520.6,12.2,51.6,249.4
Florida,1980,9567112,7418.4,2506.8,4434.2,477.5,983.5,556.6,14.5,56.9,355.5
Florida,1981,10166000,7067.4,2375.9,4241.8,449.7,965.1,545,15,56.1,348.9
Florida,1982,10416000,6568.4,2034.7,4103.9,429.8,896.8,532,13.5,53.6,297.6
Florida,1983,10680000,5954.4,1796.8,3752.8,404.8,826.7,503.7,11.2,48.4,263.4
Florida,1984,10976000,5953.3,1808,3718.6,426.7,868,529.6,11.5,50.7,276.2
Florida,1985,11366000,6633.1,2009.5,4098.1,525.5,941.1,564.5,11.4,52.8,312.4
Florida,1986,11675000,7191.9,2221.3,4372.6,598.1,1036.5,605.3,11.7,52.7,366.8
Florida,1987,12023000,7478.7,2256.9,4545.2,676.7,1024.4,606.3,11.4,50.2,356.6
Florida,1988,12377000,7819.9,2294.3,4760.6,765.1,1117.7,653.3,11.4,49.7,403.3
Florida,1989,12671000,7695.1,2282.8,4606.6,805.7,1109.4,644.6,11.1,49.7,404
Florida,1990,12937926,7566.5,2170.6,4569.6,826.3,1244.3,764.4,10.7,52.4,416.8
Florida,1991,13277000,7362.9,2005.8,4573.5,783.6,1184.3,723.4,9.4,51.7,399.8
Florida,1992,13488000,7151,1888.8,4434.3,828,1207.2,777.2,9,54.2,366.9
