,text,clean text,Tweet_tokenized,Tweet_without_stop,Tweet_stemmed,Tweet_lemmatized
179,Saugus Man Arrested For DUI Twice In One Day   - https://t.co/H1I8EZPtoT &lt;&lt;&lt; #crime #criminal #police #law #legal… https://t.co/C2SHq2mAoG,Saugus Man Arrested For DUI Twice In One Day      ltltlt crime criminal police law legal…  ,"['saugus', 'man', 'arrested', 'for', 'dui', 'twice', 'in', 'one', 'day', 'ltltlt', 'crime', 'criminal', 'police', 'law', 'legal', '']","['saugus', 'man', 'arrested', 'dui', 'twice', 'one', 'day', 'ltltlt', 'crime', 'criminal', 'police', 'law', 'legal', '']","['saugu', 'man', 'arrest', 'dui', 'twice', 'one', 'day', 'ltltlt', 'crime', 'crimin', 'polic', 'law', 'legal', '']","['saugus', 'man', 'arrested', 'duo', 'twice', 'one', 'day', 'ltltlt', 'crime', 'criminal', 'police', 'law', 'legal', '']"
181,OPP ARREST IMPAIRED DRIVER FOR SHUNIAH PEDESTRIAN DEATH – Lake Superior News - https://t.co/3VuWyF5XBB &lt;&lt;&lt; #crime… https://t.co/j8BFOlocs6,OPP ARREST IMPAIRED DRIVER FOR SHUNIAH PEDESTRIAN DEATH – Lake Superior News    ltltlt crime…  ,"['opp', 'arrest', 'impaired', 'driver', 'for', 'shuniah', 'pedestrian', 'death', 'lake', 'superior', 'news', 'ltltlt', 'crime', '']","['opp', 'arrest', 'impaired', 'driver', 'shuniah', 'pedestrian', 'death', 'lake', 'superior', 'news', 'ltltlt', 'crime', '']","['opp', 'arrest', 'impair', 'driver', 'shuniah', 'pedestrian', 'death', 'lake', 'superior', 'news', 'ltltlt', 'crime', '']","['opp', 'arrest', 'impaired', 'driver', 'shuniah', 'pedestrian', 'death', 'lake', 'superior', 'news', 'ltltlt', 'crime', '']"
184,Arrest made in connection to Indigenous woman’s body found - https://t.co/zkutmqQ25R &lt;&lt;&lt; #crime #criminal #police… https://t.co/5dYnV2R2iJ,Arrest made in connection to Indigenous woman’s body found    ltltlt crime criminal police…  ,"['arrest', 'made', 'in', 'connection', 'to', 'indigenous', 'woman', 's', 'body', 'found', 'ltltlt', 'crime', 'criminal', 'police', '']","['arrest', 'made', 'connection', 'indigenous', 'woman', 'body', 'found', 'ltltlt', 'crime', 'criminal', 'police', '']","['arrest', 'made', 'connect', 'indigen', 'woman', 'bodi', 'found', 'ltltlt', 'crime', 'crimin', 'polic', '']","['arrest', 'made', 'connection', 'indigenous', 'woman', 'body', 'found', 'ltltlt', 'crime', 'criminal', 'police', '']"
186,"Sixty-two percent of likely #voters say they believe #violent #crime in #USA is getting worse, according to a new R… https://t.co/PpP43bENdz",Sixtytwo percent of likely voters say they believe violent crime in USA is getting worse according to a new R…  ,"['sixtytwo', 'percent', 'of', 'likely', 'voters', 'say', 'they', 'believe', 'violent', 'crime', 'in', 'usa', 'is', 'getting', 'worse', 'according', 'to', 'a', 'new', 'r', '']","['sixtytwo', 'percent', 'likely', 'voters', 'say', 'believe', 'violent', 'crime', 'usa', 'getting', 'worse', 'according', 'new', 'r', '']","['sixtytwo', 'percent', 'like', 'voter', 'say', 'believ', 'violent', 'crime', 'usa', 'get', 'wors', 'accord', 'new', 'r', '']","['sixtytwo', 'percent', 'likely', 'voter', 'say', 'believe', 'violent', 'crime', 'usa', 'getting', 'worse', 'according', 'new', 'r', '']"
187,The stabbings took place just before noon on the sidewalk along a stretch of South Las Vegas Boulevard known as the… https://t.co/Lj2xUWVUmh,The stabbings took place just before noon on the sidewalk along a stretch of South Las Vegas Boulevard known as the…  ,"['the', 'stabbings', 'took', 'place', 'just', 'before', 'noon', 'on', 'the', 'sidewalk', 'along', 'a', 'stretch', 'of', 'south', 'las', 'vegas', 'boulevard', 'known', 'as', 'the', '']","['stabbings', 'took', 'place', 'noon', 'sidewalk', 'along', 'stretch', 'south', 'las', 'vegas', 'boulevard', 'known', '']","['stab', 'took', 'place', 'noon', 'sidewalk', 'along', 'stretch', 'south', 'la', 'vega', 'boulevard', 'known', '']","['stabbings', 'took', 'place', 'noon', 'sidewalk', 'along', 'stretch', 'south', 'la', 'vega', 'boulevard', 'known', '']"
190,Candlelight vigil honoring Everett mother murdered during home invasion - https://t.co/6bk1x6U9dw &lt;&lt;&lt; #crime… https://t.co/ApaGiSROJq,Candlelight vigil honoring Everett mother murdered during home invasion    ltltlt crime…  ,"['candlelight', 'vigil', 'honoring', 'everett', 'mother', 'murdered', 'during', 'home', 'invasion', 'ltltlt', 'crime', '']","['candlelight', 'vigil', 'honoring', 'everett', 'mother', 'murdered', 'home', 'invasion', 'ltltlt', 'crime', '']","['candlelight', 'vigil', 'honor', 'everett', 'mother', 'murder', 'home', 'invas', 'ltltlt', 'crime', '']","['candlelight', 'vigil', 'honoring', 'everett', 'mother', 'murdered', 'home', 'invasion', 'ltltlt', 'crime', '']"
194,"BREAKING: #BNNUS Reports.

Authorities found thousands of rainbow-colored fentanyl pills hidden inside a Lego box,… https://t.co/1ZHW02l0zw","BREAKING BNNUS Reports

Authorities found thousands of rainbowcolored fentanyl pills hidden inside a Lego box…  ","['breaking', 'bnnus', 'reports', 'authorities', 'found', 'thousands', 'of', 'rainbowcolored', 'fentanyl', 'pills', 'hidden', 'inside', 'a', 'lego', 'box', '']","['breaking', 'bnnus', 'reports', 'authorities', 'found', 'thousands', 'rainbowcolored', 'fentanyl', 'pills', 'hidden', 'inside', 'lego', 'box', '']","['break', 'bnnu', 'report', 'author', 'found', 'thousand', 'rainbowcolor', 'fentanyl', 'pill', 'hidden', 'insid', 'lego', 'box', '']","['breaking', 'bnnus', 'report', 'authority', 'found', 'thousand', 'rainbowcolored', 'fentanyl', 'pill', 'hidden', 'inside', 'lego', 'box', '']"
200,"How the #Mexican #cartels are making profits now https://t.co/7o7biiCeHs   #MoviesTvTj (video, special reporting )… https://t.co/ZutduUtKkh",How the Mexican cartels are making profits now     MoviesTvTj video special reporting …  ,"['how', 'the', 'mexican', 'cartels', 'are', 'making', 'profits', 'now', 'moviestvtj', 'video', 'special', 'reporting', '']","['mexican', 'cartels', 'making', 'profits', 'moviestvtj', 'video', 'special', 'reporting', '']","['mexican', 'cartel', 'make', 'profit', 'moviestvtj', 'video', 'special', 'report', '']","['mexican', 'cartel', 'making', 'profit', 'moviestvtj', 'video', 'special', 'reporting', '']"
216,"BREAKING: #BNNUS Reports.

The mother of a 17-month-old killed in a house fire in Johnson County earlier this year… https://t.co/4wpKkxqf45","BREAKING BNNUS Reports

The mother of a monthold killed in a house fire in Johnson County earlier this year…  ","['breaking', 'bnnus', 'reports', 'the', 'mother', 'of', 'a', 'monthold', 'killed', 'in', 'a', 'house', 'fire', 'in', 'johnson', 'county', 'earlier', 'this', 'year', '']","['breaking', 'bnnus', 'reports', 'mother', 'monthold', 'killed', 'house', 'fire', 'johnson', 'county', 'earlier', 'year', '']","['break', 'bnnu', 'report', 'mother', 'monthold', 'kill', 'hous', 'fire', 'johnson', 'counti', 'earlier', 'year', '']","['breaking', 'bnnus', 'report', 'mother', 'monthold', 'killed', 'house', 'fire', 'johnson', 'county', 'earlier', 'year', '']"
221,"Murder Rate Rose More Than 30% In Two Years, #FBI Report Suggests https://t.co/dSKzRFSKrV #USA #America #Crime… https://t.co/BzcmJt8TND",Murder Rate Rose More Than  In Two Years FBI Report Suggests   USA America Crime…  ,"['murder', 'rate', 'rose', 'more', 'than', 'in', 'two', 'years', 'fbi', 'report', 'suggests', 'usa', 'america', 'crime', '']","['murder', 'rate', 'rose', 'two', 'years', 'fbi', 'report', 'suggests', 'usa', 'america', 'crime', '']","['murder', 'rate', 'rose', 'two', 'year', 'fbi', 'report', 'suggest', 'usa', 'america', 'crime', '']","['murder', 'rate', 'rose', 'two', 'year', 'fbi', 'report', 'suggests', 'usa', 'america', 'crime', '']"
228,"BREAKING: #BNNUS Reports.

President Joe Biden on Thursday said he will pardon all prior federal offenses of simple… https://t.co/HHcJXK1JFQ","BREAKING BNNUS Reports

President Joe Biden on Thursday said he will pardon all prior federal offenses of simple…  ","['breaking', 'bnnus', 'reports', 'president', 'joe', 'biden', 'on', 'thursday', 'said', 'he', 'will', 'pardon', 'all', 'prior', 'federal', 'offenses', 'of', 'simple', '']","['breaking', 'bnnus', 'reports', 'president', 'joe', 'biden', 'thursday', 'said', 'pardon', 'prior', 'federal', 'offenses', 'simple', '']","['break', 'bnnu', 'report', 'presid', 'joe', 'biden', 'thursday', 'said', 'pardon', 'prior', 'feder', 'offens', 'simpl', '']","['breaking', 'bnnus', 'report', 'president', 'joe', 'biden', 'thursday', 'said', 'pardon', 'prior', 'federal', 'offense', 'simple', '']"
232,"#USA has spent $14B in #ukraine #russia war

Average #police officer makes $60,000/yr.

$14,000,000,000 / $60,000 =… https://t.co/tmWi7WG08E","USA has spent B in ukraine russia war

Average police officer makes yr

   …  ","['usa', 'has', 'spent', 'b', 'in', 'ukraine', 'russia', 'war', 'average', 'police', 'officer', 'makes', 'yr', '']","['usa', 'spent', 'b', 'ukraine', 'russia', 'war', 'average', 'police', 'officer', 'makes', 'yr', '']","['usa', 'spent', 'b', 'ukrain', 'russia', 'war', 'averag', 'polic', 'offic', 'make', 'yr', '']","['usa', 'spent', 'b', 'ukraine', 'russia', 'war', 'average', 'police', 'officer', 'make', 'yr', '']"
233,"JUST IN: #BNNUS Reports.

Five people are injured, and one is dead after a stabbing attack on the Las Vegas Strip o… https://t.co/2ygvPuHC4X","JUST IN BNNUS Reports

Five people are injured and one is dead after a stabbing attack on the Las Vegas Strip o…  ","['just', 'in', 'bnnus', 'reports', 'five', 'people', 'are', 'injured', 'and', 'one', 'is', 'dead', 'after', 'a', 'stabbing', 'attack', 'on', 'the', 'las', 'vegas', 'strip', 'o', '']","['bnnus', 'reports', 'five', 'people', 'injured', 'one', 'dead', 'stabbing', 'attack', 'las', 'vegas', 'strip', '']","['bnnu', 'report', 'five', 'peopl', 'injur', 'one', 'dead', 'stab', 'attack', 'la', 'vega', 'strip', '']","['bnnus', 'report', 'five', 'people', 'injured', 'one', 'dead', 'stabbing', 'attack', 'la', 'vega', 'strip', '']"
235,Commies want crime to surge so Govt can use Marshall Law to end personal freedoms. “Defund Police” planned to creat… https://t.co/J4w1Z9DZq2,Commies want crime to surge so Govt can use Marshall Law to end personal freedoms “Defund Police” planned to creat…  ,"['commies', 'want', 'crime', 'to', 'surge', 'so', 'govt', 'can', 'use', 'marshall', 'law', 'to', 'end', 'personal', 'freedoms', 'defund', 'police', 'planned', 'to', 'creat', '']","['commies', 'want', 'crime', 'surge', 'govt', 'use', 'marshall', 'law', 'end', 'personal', 'freedoms', 'defund', 'police', 'planned', 'creat', '']","['commi', 'want', 'crime', 'surg', 'govt', 'use', 'marshal', 'law', 'end', 'person', 'freedom', 'defund', 'polic', 'plan', 'creat', '']","['commie', 'want', 'crime', 'surge', 'govt', 'use', 'marshall', 'law', 'end', 'personal', 'freedom', 'defund', 'police', 'planned', 'creat', '']"
236,#FlintWaterCrisis Charges Dropped For 7 Former #Michigan #officials  https://t.co/b3eA1mZBwk #USA #Michigan #news… https://t.co/pzYmJlIpS7,FlintWaterCrisis Charges Dropped For  Former Michigan officials    USA Michigan news…  ,"['flintwatercrisis', 'charges', 'dropped', 'for', 'former', 'michigan', 'officials', 'usa', 'michigan', 'news', '']","['flintwatercrisis', 'charges', 'dropped', 'former', 'michigan', 'officials', 'usa', 'michigan', 'news', '']","['flintwatercrisi', 'charg', 'drop', 'former', 'michigan', 'offici', 'usa', 'michigan', 'news', '']","['flintwatercrisis', 'charge', 'dropped', 'former', 'michigan', 'official', 'usa', 'michigan', 'news', '']"
257,"BREAKING: #BNNUS Reports.

Four family members kidnapped from a California business earlier this week, among them a… https://t.co/xAqBW2CPf8","BREAKING BNNUS Reports

Four family members kidnapped from a California business earlier this week among them a…  ","['breaking', 'bnnus', 'reports', 'four', 'family', 'members', 'kidnapped', 'from', 'a', 'california', 'business', 'earlier', 'this', 'week', 'among', 'them', 'a', '']","['breaking', 'bnnus', 'reports', 'four', 'family', 'members', 'kidnapped', 'california', 'business', 'earlier', 'week', 'among', '']","['break', 'bnnu', 'report', 'four', 'famili', 'member', 'kidnap', 'california', 'busi', 'earlier', 'week', 'among', '']","['breaking', 'bnnus', 'report', 'four', 'family', 'member', 'kidnapped', 'california', 'business', 'earlier', 'week', 'among', '']"
258,Metro: Family including baby tied up and kidnapped at gunpoint found dead in orchard #world #crime #usa… https://t.co/BMpCeBLQvO,Metro Family including baby tied up and kidnapped at gunpoint found dead in orchard world crime usa…  ,"['metro', 'family', 'including', 'baby', 'tied', 'up', 'and', 'kidnapped', 'at', 'gunpoint', 'found', 'dead', 'in', 'orchard', 'world', 'crime', 'usa', '']","['metro', 'family', 'including', 'baby', 'tied', 'kidnapped', 'gunpoint', 'found', 'dead', 'orchard', 'world', 'crime', 'usa', '']","['metro', 'famili', 'includ', 'babi', 'tie', 'kidnap', 'gunpoint', 'found', 'dead', 'orchard', 'world', 'crime', 'usa', '']","['metro', 'family', 'including', 'baby', 'tied', 'kidnapped', 'gunpoint', 'found', 'dead', 'orchard', 'world', 'crime', 'usa', '']"
259,@Only_rock_radio Donate @tiorr_1 #indie #internet #radio supporting all genres unsigned indie music playing The… https://t.co/4QPRQEXgUK,Onlyrockradio Donate tiorr indie internet radio supporting all genres unsigned indie music playing The…  ,"['onlyrockradio', 'donate', 'tiorr', 'indie', 'internet', 'radio', 'supporting', 'all', 'genres', 'unsigned', 'indie', 'music', 'playing', 'the', '']","['onlyrockradio', 'donate', 'tiorr', 'indie', 'internet', 'radio', 'supporting', 'genres', 'unsigned', 'indie', 'music', 'playing', '']","['onlyrockradio', 'donat', 'tiorr', 'indi', 'internet', 'radio', 'support', 'genr', 'unsign', 'indi', 'music', 'play', '']","['onlyrockradio', 'donate', 'tiorr', 'indie', 'internet', 'radio', 'supporting', 'genre', 'unsigned', 'indie', 'music', 'playing', '']"
260,10 million privately-owned guns in #Thailand - NGO &gt;  https://t.co/t7GKVWvovr via @BBCNews #ThailandNews #guns… https://t.co/5gFDQyyxr7, million privatelyowned guns in Thailand  NGO gt    via BBCNews ThailandNews guns…  ,"['', 'million', 'privatelyowned', 'guns', 'in', 'thailand', 'ngo', 'gt', 'via', 'bbcnews', 'thailandnews', 'guns', '']","['', 'million', 'privatelyowned', 'guns', 'thailand', 'ngo', 'gt', 'via', 'bbcnews', 'thailandnews', 'guns', '']","['', 'million', 'privatelyown', 'gun', 'thailand', 'ngo', 'gt', 'via', 'bbcnew', 'thailandnew', 'gun', '']","['', 'million', 'privatelyowned', 'gun', 'thailand', 'ngo', 'gt', 'via', 'bbcnews', 'thailandnews', 'gun', '']"
261,@OdysseyRadio4 Donate @OdysseyRadio4  #indie #internet #radio supporting all genres unsigned indie music playing Th… https://t.co/MHDrqrCQyP,OdysseyRadio Donate OdysseyRadio  indie internet radio supporting all genres unsigned indie music playing Th…  ,"['odysseyradio', 'donate', 'odysseyradio', 'indie', 'internet', 'radio', 'supporting', 'all', 'genres', 'unsigned', 'indie', 'music', 'playing', 'th', '']","['odysseyradio', 'donate', 'odysseyradio', 'indie', 'internet', 'radio', 'supporting', 'genres', 'unsigned', 'indie', 'music', 'playing', 'th', '']","['odysseyradio', 'donat', 'odysseyradio', 'indi', 'internet', 'radio', 'support', 'genr', 'unsign', 'indi', 'music', 'play', 'th', '']","['odysseyradio', 'donate', 'odysseyradio', 'indie', 'internet', 'radio', 'supporting', 'genre', 'unsigned', 'indie', 'music', 'playing', 'th', '']"
262,"⚡❗Another U.S. data leak with #Armenian hand

An ex #FBI agent in N.#California who sold confidential #data for at… https://t.co/0kZIT10mYB","⚡❗Another US data leak with Armenian hand

An ex FBI agent in NCalifornia who sold confidential data for at…  ","['', 'another', 'us', 'data', 'leak', 'with', 'armenian', 'hand', 'an', 'ex', 'fbi', 'agent', 'in', 'ncalifornia', 'who', 'sold', 'confidential', 'data', 'for', 'at', '']","['', 'another', 'us', 'data', 'leak', 'armenian', 'hand', 'ex', 'fbi', 'agent', 'ncalifornia', 'sold', 'confidential', 'data', '']","['', 'anoth', 'us', 'data', 'leak', 'armenian', 'hand', 'ex', 'fbi', 'agent', 'ncalifornia', 'sold', 'confidenti', 'data', '']","['', 'another', 'u', 'data', 'leak', 'armenian', 'hand', 'ex', 'fbi', 'agent', 'ncalifornia', 'sold', 'confidential', 'data', '']"
263,"Man arrested, charged with murder after dad slashed, killed on L train https://t.co/l73I3MeFz2 #crime #NewYorkTimes… https://t.co/prsT4SAsEK",Man arrested charged with murder after dad slashed killed on L train   crime NewYorkTimes…  ,"['man', 'arrested', 'charged', 'with', 'murder', 'after', 'dad', 'slashed', 'killed', 'on', 'l', 'train', 'crime', 'newyorktimes', '']","['man', 'arrested', 'charged', 'murder', 'dad', 'slashed', 'killed', 'l', 'train', 'crime', 'newyorktimes', '']","['man', 'arrest', 'charg', 'murder', 'dad', 'slash', 'kill', 'l', 'train', 'crime', 'newyorktim', '']","['man', 'arrested', 'charged', 'murder', 'dad', 'slashed', 'killed', 'l', 'train', 'crime', 'newyorktimes', '']"
264,@MusicCityNetwrk Donate @MusicCityNetwrk #indie #internet #radio supporting all genres unsigned indie music playing… https://t.co/oqsDSDA8J3,MusicCityNetwrk Donate MusicCityNetwrk indie internet radio supporting all genres unsigned indie music playing…  ,"['musiccitynetwrk', 'donate', 'musiccitynetwrk', 'indie', 'internet', 'radio', 'supporting', 'all', 'genres', 'unsigned', 'indie', 'music', 'playing', '']","['musiccitynetwrk', 'donate', 'musiccitynetwrk', 'indie', 'internet', 'radio', 'supporting', 'genres', 'unsigned', 'indie', 'music', 'playing', '']","['musiccitynetwrk', 'donat', 'musiccitynetwrk', 'indi', 'internet', 'radio', 'support', 'genr', 'unsign', 'indi', 'music', 'play', '']","['musiccitynetwrk', 'donate', 'musiccitynetwrk', 'indie', 'internet', 'radio', 'supporting', 'genre', 'unsigned', 'indie', 'music', 'playing', '']"
266,@tiorr_2 Donate @tiorr_2 #indie #internet #radio supporting all genres unsigned indie music playing The #American W… https://t.co/cNFC3BT38i,tiorr Donate tiorr indie internet radio supporting all genres unsigned indie music playing The American W…  ,"['tiorr', 'donate', 'tiorr', 'indie', 'internet', 'radio', 'supporting', 'all', 'genres', 'unsigned', 'indie', 'music', 'playing', 'the', 'american', 'w', '']","['tiorr', 'donate', 'tiorr', 'indie', 'internet', 'radio', 'supporting', 'genres', 'unsigned', 'indie', 'music', 'playing', 'american', 'w', '']","['tiorr', 'donat', 'tiorr', 'indi', 'internet', 'radio', 'support', 'genr', 'unsign', 'indi', 'music', 'play', 'american', 'w', '']","['tiorr', 'donate', 'tiorr', 'indie', 'internet', 'radio', 'supporting', 'genre', 'unsigned', 'indie', 'music', 'playing', 'american', 'w', '']"
267,"""#Violent #crime has surged in this #country under the #Biden #administration,"" #Republican #USA Representative Mic… https://t.co/CctXWXlYaS",Violent crime has surged in this country under the Biden administration Republican USA Representative Mic…  ,"['violent', 'crime', 'has', 'surged', 'in', 'this', 'country', 'under', 'the', 'biden', 'administration', 'republican', 'usa', 'representative', 'mic', '']","['violent', 'crime', 'surged', 'country', 'biden', 'administration', 'republican', 'usa', 'representative', 'mic', '']","['violent', 'crime', 'surg', 'countri', 'biden', 'administr', 'republican', 'usa', 'repres', 'mic', '']","['violent', 'crime', 'surged', 'country', 'biden', 'administration', 'republican', 'usa', 'representative', 'mic', '']"
268,The #bureau said on Wednesday its #data suggested the #number of #murders reported in #USA rose by 4.3% since 2020.… https://t.co/uMy6bUDwbu,The bureau said on Wednesday its data suggested the number of murders reported in USA rose by  since …  ,"['the', 'bureau', 'said', 'on', 'wednesday', 'its', 'data', 'suggested', 'the', 'number', 'of', 'murders', 'reported', 'in', 'usa', 'rose', 'by', 'since', '']","['bureau', 'said', 'wednesday', 'data', 'suggested', 'number', 'murders', 'reported', 'usa', 'rose', 'since', '']","['bureau', 'said', 'wednesday', 'data', 'suggest', 'number', 'murder', 'report', 'usa', 'rose', 'sinc', '']","['bureau', 'said', 'wednesday', 'data', 'suggested', 'number', 'murder', 'reported', 'usa', 'rose', 'since', '']"
269,❗️Four California family members kidnapped together earlier this week were found dead in a rural part of the state… https://t.co/c2KDZAxjtw,❗️Four California family members kidnapped together earlier this week were found dead in a rural part of the state…  ,"['', 'four', 'california', 'family', 'members', 'kidnapped', 'together', 'earlier', 'this', 'week', 'were', 'found', 'dead', 'in', 'a', 'rural', 'part', 'of', 'the', 'state', '']","['', 'four', 'california', 'family', 'members', 'kidnapped', 'together', 'earlier', 'week', 'found', 'dead', 'rural', 'part', 'state', '']","['', 'four', 'california', 'famili', 'member', 'kidnap', 'togeth', 'earlier', 'week', 'found', 'dead', 'rural', 'part', 'state', '']","['', 'four', 'california', 'family', 'member', 'kidnapped', 'together', 'earlier', 'week', 'found', 'dead', 'rural', 'part', 'state', '']"
270,"#LaPorte #Police Support #Republican #AlexandraMealer for #HarrisCounty Judge!
- #LawEnforcement Endorse 
 ""ALEXAND… https://t.co/DAB9ySwkSD","LaPorte Police Support Republican AlexandraMealer for HarrisCounty Judge
 LawEnforcement Endorse 
 ALEXAND…  ","['laporte', 'police', 'support', 'republican', 'alexandramealer', 'for', 'harriscounty', 'judge', 'lawenforcement', 'endorse', 'alexand', '']","['laporte', 'police', 'support', 'republican', 'alexandramealer', 'harriscounty', 'judge', 'lawenforcement', 'endorse', 'alexand', '']","['laport', 'polic', 'support', 'republican', 'alexandrameal', 'harriscounti', 'judg', 'lawenforc', 'endors', 'alexand', '']","['laporte', 'police', 'support', 'republican', 'alexandramealer', 'harriscounty', 'judge', 'lawenforcement', 'endorse', 'alexand', '']"
272,@chadocl @hyunsuinseoul ... or anywhere in #America .. #FYI #Crime #USA https://t.co/keaxgXvs1v,chadocl hyunsuinseoul  or anywhere in America  FYI Crime USA  ,"['chadocl', 'hyunsuinseoul', 'or', 'anywhere', 'in', 'america', 'fyi', 'crime', 'usa', '']","['chadocl', 'hyunsuinseoul', 'anywhere', 'america', 'fyi', 'crime', 'usa', '']","['chadocl', 'hyunsuinseoul', 'anywher', 'america', 'fyi', 'crime', 'usa', '']","['chadocl', 'hyunsuinseoul', 'anywhere', 'america', 'fyi', 'crime', 'usa', '']"
273,WATCH: MSNBC's Chris Hayes Wants the News to Ignore America's Crime Crisis https://t.co/3K6m0H7zla. #USA #America… https://t.co/IRnnLIIf8V,WATCH MSNBCs Chris Hayes Wants the News to Ignore Americas Crime Crisis   USA America…  ,"['watch', 'msnbcs', 'chris', 'hayes', 'wants', 'the', 'news', 'to', 'ignore', 'americas', 'crime', 'crisis', 'usa', 'america', '']","['watch', 'msnbcs', 'chris', 'hayes', 'wants', 'news', 'ignore', 'americas', 'crime', 'crisis', 'usa', 'america', '']","['watch', 'msnbc', 'chri', 'hay', 'want', 'news', 'ignor', 'america', 'crime', 'crisi', 'usa', 'america', '']","['watch', 'msnbcs', 'chris', 'hayes', 'want', 'news', 'ignore', 'america', 'crime', 'crisis', 'usa', 'america', '']"
274,"#Metaverse #Opinion &amp; #Politics #USA #Trending: #Crime, it is the #Democrats tool to increase crime and make… https://t.co/2O36fXEVIo",Metaverse Opinion amp Politics USA Trending Crime it is the Democrats tool to increase crime and make…  ,"['metaverse', 'opinion', 'amp', 'politics', 'usa', 'trending', 'crime', 'it', 'is', 'the', 'democrats', 'tool', 'to', 'increase', 'crime', 'and', 'make', '']","['metaverse', 'opinion', 'amp', 'politics', 'usa', 'trending', 'crime', 'democrats', 'tool', 'increase', 'crime', 'make', '']","['metavers', 'opinion', 'amp', 'polit', 'usa', 'trend', 'crime', 'democrat', 'tool', 'increas', 'crime', 'make', '']","['metaverse', 'opinion', 'amp', 'politics', 'usa', 'trending', 'crime', 'democrat', 'tool', 'increase', 'crime', 'make', '']"
276,#Hope #USA #GOP #FearMongering (#ReasonToVoteBlue? #EndPoliceState #EndMassincarceration)blame Dems #BailReform pan… https://t.co/nHoEu0vT6m,Hope USA GOP FearMongering ReasonToVoteBlue EndPoliceState EndMassincarcerationblame Dems BailReform pan…  ,"['hope', 'usa', 'gop', 'fearmongering', 'reasontovoteblue', 'endpolicestate', 'endmassincarcerationblame', 'dems', 'bailreform', 'pan', '']","['hope', 'usa', 'gop', 'fearmongering', 'reasontovoteblue', 'endpolicestate', 'endmassincarcerationblame', 'dems', 'bailreform', 'pan', '']","['hope', 'usa', 'gop', 'fearmong', 'reasontovoteblu', 'endpolicest', 'endmassincarcerationblam', 'dem', 'bailreform', 'pan', '']","['hope', 'usa', 'gop', 'fearmongering', 'reasontovoteblue', 'endpolicestate', 'endmassincarcerationblame', 'dems', 'bailreform', 'pan', '']"
278,@Only_rock_radio Donate @tiorr_2  #indie #internet #radio supporting all genres unsigned indie music playing The… https://t.co/xPHKyyEPRi,Onlyrockradio Donate tiorr  indie internet radio supporting all genres unsigned indie music playing The…  ,"['onlyrockradio', 'donate', 'tiorr', 'indie', 'internet', 'radio', 'supporting', 'all', 'genres', 'unsigned', 'indie', 'music', 'playing', 'the', '']","['onlyrockradio', 'donate', 'tiorr', 'indie', 'internet', 'radio', 'supporting', 'genres', 'unsigned', 'indie', 'music', 'playing', '']","['onlyrockradio', 'donat', 'tiorr', 'indi', 'internet', 'radio', 'support', 'genr', 'unsign', 'indi', 'music', 'play', '']","['onlyrockradio', 'donate', 'tiorr', 'indie', 'internet', 'radio', 'supporting', 'genre', 'unsigned', 'indie', 'music', 'playing', '']"
280,"DoJ ‘very disappointed’ with probation sentence for Capital One hacker Paige Thompson 

https://t.co/So5uiWnOud via… https://t.co/LysXpTfCox","DoJ ‘very disappointed’ with probation sentence for Capital One hacker Paige Thompson 

  via…  ","['doj', 'very', 'disappointed', 'with', 'probation', 'sentence', 'for', 'capital', 'one', 'hacker', 'paige', 'thompson', 'via', '']","['doj', 'disappointed', 'probation', 'sentence', 'capital', 'one', 'hacker', 'paige', 'thompson', 'via', '']","['doj', 'disappoint', 'probat', 'sentenc', 'capit', 'one', 'hacker', 'paig', 'thompson', 'via', '']","['doj', 'disappointed', 'probation', 'sentence', 'capital', 'one', 'hacker', 'paige', 'thompson', 'via', '']"
281,"❗️WARNING: VIOLENCE ❗️

NYC subway attack: Gang of women in neon-green bodysuits attack and rob 2 women. Incident t… https://t.co/iS1Y4Xh317","❗️WARNING VIOLENCE ❗️

NYC subway attack Gang of women in neongreen bodysuits attack and rob  women Incident t…  ","['', 'warning', 'violence', 'nyc', 'subway', 'attack', 'gang', 'of', 'women', 'in', 'neongreen', 'bodysuits', 'attack', 'and', 'rob', 'women', 'incident', 't', '']","['', 'warning', 'violence', 'nyc', 'subway', 'attack', 'gang', 'women', 'neongreen', 'bodysuits', 'attack', 'rob', 'women', 'incident', '']","['', 'warn', 'violenc', 'nyc', 'subway', 'attack', 'gang', 'women', 'neongreen', 'bodysuit', 'attack', 'rob', 'women', 'incid', '']","['', 'warning', 'violence', 'nyc', 'subway', 'attack', 'gang', 'woman', 'neongreen', 'bodysuits', 'attack', 'rob', 'woman', 'incident', '']"
282,"Ballot Box-Stuffing Ex Philly Congressman [Michael ""Ozzie"" Myers] Heading To Prison: Feds https://t.co/2SApXMWect… https://t.co/8QhNwJ7km8",Ballot BoxStuffing Ex Philly Congressman Michael Ozzie Myers Heading To Prison Feds    ,"['ballot', 'boxstuffing', 'ex', 'philly', 'congressman', 'michael', 'ozzie', 'myers', 'heading', 'to', 'prison', 'feds', '']","['ballot', 'boxstuffing', 'ex', 'philly', 'congressman', 'michael', 'ozzie', 'myers', 'heading', 'prison', 'feds', '']","['ballot', 'boxstuf', 'ex', 'philli', 'congressman', 'michael', 'ozzi', 'myer', 'head', 'prison', 'fed', '']","['ballot', 'boxstuffing', 'ex', 'philly', 'congressman', 'michael', 'ozzie', 'myers', 'heading', 'prison', 'fed', '']"
