,text,clean text,Tweet_tokenized,Tweet_without_stop,Tweet_stemmed,Tweet_lemmatized
90,"#Security #News 

#Robbins, #FBI, #Putin, #FSB, #CBA and #Erasmus are stealing a #database from a #PrivateSector.… https://t.co/lDEjEd5QJK","Security News 

Robbins FBI Putin FSB CBA and Erasmus are stealing a database from a PrivateSector…  QJK","['security', 'news', 'robbins', 'fbi', 'putin', 'fsb', 'cba', 'and', 'erasmus', 'are', 'stealing', 'a', 'database', 'from', 'a', 'privatesector', 'qjk']","['security', 'news', 'robbins', 'fbi', 'putin', 'fsb', 'cba', 'erasmus', 'stealing', 'database', 'privatesector', 'qjk']","['secur', 'news', 'robbin', 'fbi', 'putin', 'fsb', 'cba', 'erasmu', 'steal', 'databas', 'privatesector', 'qjk']","['security', 'news', 'robbins', 'fbi', 'putin', 'fsb', 'cba', 'erasmus', 'stealing', 'database', 'privatesector', 'qjk']"
96,Thank you to all of the HSI Agents that work day &amp; night to keep us and our children safe from Sex Trafficking &amp; Ch… https://t.co/Bk8GxMMQdh,Thank you to all of the HSI Agents that work day amp night to keep us and our children safe from Sex Trafficking amp Ch…  GxMMQdh,"['thank', 'you', 'to', 'all', 'of', 'the', 'hsi', 'agents', 'that', 'work', 'day', 'amp', 'night', 'to', 'keep', 'us', 'and', 'our', 'children', 'safe', 'from', 'sex', 'trafficking', 'amp', 'ch', 'gxmmqdh']","['thank', 'hsi', 'agents', 'work', 'day', 'amp', 'night', 'keep', 'us', 'children', 'safe', 'sex', 'trafficking', 'amp', 'ch', 'gxmmqdh']","['thank', 'hsi', 'agent', 'work', 'day', 'amp', 'night', 'keep', 'us', 'children', 'safe', 'sex', 'traffick', 'amp', 'ch', 'gxmmqdh']","['thank', 'hsi', 'agent', 'work', 'day', 'amp', 'night', 'keep', 'u', 'child', 'safe', 'sex', 'trafficking', 'amp', 'ch', 'gxmmqdh']"
97,"FBI contacts users of right-wing dating app when they answer a specific question… – The Right Scoop

The… https://t.co/sYzlOSvel4","FBI contacts users of rightwing dating app when they answer a specific question… – The Right Scoop

The…  ","['fbi', 'contacts', 'users', 'of', 'rightwing', 'dating', 'app', 'when', 'they', 'answer', 'a', 'specific', 'question', 'the', 'right', 'scoop', 'the', '']","['fbi', 'contacts', 'users', 'rightwing', 'dating', 'app', 'answer', 'specific', 'question', 'right', 'scoop', '']","['fbi', 'contact', 'user', 'rightw', 'date', 'app', 'answer', 'specif', 'question', 'right', 'scoop', '']","['fbi', 'contact', 'user', 'rightwing', 'dating', 'app', 'answer', 'specific', 'question', 'right', 'scoop', '']"
98,"At least 665 FBI employees left the agency after being investigated for sexual misconduct.
https://t.co/szEODePHIf 

#FBI","At least   FBI employees left the agency after being investigated for sexual misconduct
 

FBI","['at', 'least', 'fbi', 'employees', 'left', 'the', 'agency', 'after', 'being', 'investigated', 'for', 'sexual', 'misconduct', 'fbi']","['least', 'fbi', 'employees', 'left', 'agency', 'investigated', 'sexual', 'misconduct', 'fbi']","['least', 'fbi', 'employe', 'left', 'agenc', 'investig', 'sexual', 'misconduct', 'fbi']","['least', 'fbi', 'employee', 'left', 'agency', 'investigated', 'sexual', 'misconduct', 'fbi']"
100,"@JennaEllisEsq Wow 😮 a corrupt executive branch dedicated to micro minority, abortion, electrical cars, free illega… https://t.co/1tucz8cPxv",JennaEllisEsq Wow 😮 a corrupt executive branch dedicated to micro minority abortion electrical cars free illega…  tucz cPxv,"['jennaellisesq', 'wow', 'a', 'corrupt', 'executive', 'branch', 'dedicated', 'to', 'micro', 'minority', 'abortion', 'electrical', 'cars', 'free', 'illega', 'tucz', 'cpxv']","['jennaellisesq', 'wow', 'corrupt', 'executive', 'branch', 'dedicated', 'micro', 'minority', 'abortion', 'electrical', 'cars', 'free', 'illega', 'tucz', 'cpxv']","['jennaellisesq', 'wow', 'corrupt', 'execut', 'branch', 'dedic', 'micro', 'minor', 'abort', 'electr', 'car', 'free', 'illega', 'tucz', 'cpxv']","['jennaellisesq', 'wow', 'corrupt', 'executive', 'branch', 'dedicated', 'micro', 'minority', 'abortion', 'electrical', 'car', 'free', 'illega', 'tucz', 'cpxv']"
102,https://t.co/Wdo7PDYT1R .. CVE-2022-40684 flaw in Fortinet products is being exploited in the wild #news #tech #nsa… https://t.co/DDG5E9qEJi, PDYT R  CVE  flaw in Fortinet products is being exploited in the wild news tech nsa…  E qEJi,"['', 'pdyt', 'r', 'cve', 'flaw', 'in', 'fortinet', 'products', 'is', 'being', 'exploited', 'in', 'the', 'wild', 'news', 'tech', 'nsa', 'e', 'qeji']","['', 'pdyt', 'r', 'cve', 'flaw', 'fortinet', 'products', 'exploited', 'wild', 'news', 'tech', 'nsa', 'e', 'qeji']","['', 'pdyt', 'r', 'cve', 'flaw', 'fortinet', 'product', 'exploit', 'wild', 'news', 'tech', 'nsa', 'e', 'qeji']","['', 'pdyt', 'r', 'cve', 'flaw', 'fortinet', 'product', 'exploited', 'wild', 'news', 'tech', 'nsa', 'e', 'qeji']"
104,Want to find dirt in my underpants? Try looking in your own. Got some soily shyt in yours most definitely. #FBI… https://t.co/78FmgjMsVV,Want to find dirt in my underpants Try looking in your own Got some soily shyt in yours most definitely FBI…  FmgjMsVV,"['want', 'to', 'find', 'dirt', 'in', 'my', 'underpants', 'try', 'looking', 'in', 'your', 'own', 'got', 'some', 'soily', 'shyt', 'in', 'yours', 'most', 'definitely', 'fbi', 'fmgjmsvv']","['want', 'find', 'dirt', 'underpants', 'try', 'looking', 'got', 'soily', 'shyt', 'definitely', 'fbi', 'fmgjmsvv']","['want', 'find', 'dirt', 'underp', 'tri', 'look', 'got', 'soili', 'shyt', 'definit', 'fbi', 'fmgjmsvv']","['want', 'find', 'dirt', 'underpants', 'try', 'looking', 'got', 'soily', 'shyt', 'definitely', 'fbi', 'fmgjmsvv']"
107,"What a way to tell women who the big thug boss is? Make her work year after year doing YOUR ACTUAL WORK as a slave,… https://t.co/YUCmrMP3sW",What a way to tell women who the big thug boss is Make her work year after year doing YOUR ACTUAL WORK as a slave…  sW,"['what', 'a', 'way', 'to', 'tell', 'women', 'who', 'the', 'big', 'thug', 'boss', 'is', 'make', 'her', 'work', 'year', 'after', 'year', 'doing', 'your', 'actual', 'work', 'as', 'a', 'slave', 'sw']","['way', 'tell', 'women', 'big', 'thug', 'boss', 'make', 'work', 'year', 'year', 'actual', 'work', 'slave', 'sw']","['way', 'tell', 'women', 'big', 'thug', 'boss', 'make', 'work', 'year', 'year', 'actual', 'work', 'slave', 'sw']","['way', 'tell', 'woman', 'big', 'thug', 'bos', 'make', 'work', 'year', 'year', 'actual', 'work', 'slave', 'sw']"
109,"#Business #News 

#FBI can be accused of a #theft because #Robbins @TonyRobbins with FBI #agents developed a… https://t.co/YykkxnfI5D","Business News 

FBI can be accused of a theft because Robbins TonyRobbins with FBI agents developed a…  D","['business', 'news', 'fbi', 'can', 'be', 'accused', 'of', 'a', 'theft', 'because', 'robbins', 'tonyrobbins', 'with', 'fbi', 'agents', 'developed', 'a', 'd']","['business', 'news', 'fbi', 'accused', 'theft', 'robbins', 'tonyrobbins', 'fbi', 'agents', 'developed']","['busi', 'news', 'fbi', 'accus', 'theft', 'robbin', 'tonyrobbin', 'fbi', 'agent', 'develop']","['business', 'news', 'fbi', 'accused', 'theft', 'robbins', 'tonyrobbins', 'fbi', 'agent', 'developed']"
110,Do they not pay Iranian women as well for their years of work there like they do in the USA? #DOJ #CIA #FBI Tell us… https://t.co/1XZJzoqJJW,Do they not pay Iranian women as well for their years of work there like they do in the USA DOJ CIA FBI Tell us…  XZJzoqJJW,"['do', 'they', 'not', 'pay', 'iranian', 'women', 'as', 'well', 'for', 'their', 'years', 'of', 'work', 'there', 'like', 'they', 'do', 'in', 'the', 'usa', 'doj', 'cia', 'fbi', 'tell', 'us', 'xzjzoqjjw']","['pay', 'iranian', 'women', 'well', 'years', 'work', 'like', 'usa', 'doj', 'cia', 'fbi', 'tell', 'us', 'xzjzoqjjw']","['pay', 'iranian', 'women', 'well', 'year', 'work', 'like', 'usa', 'doj', 'cia', 'fbi', 'tell', 'us', 'xzjzoqjjw']","['pay', 'iranian', 'woman', 'well', 'year', 'work', 'like', 'usa', 'doj', 'cia', 'fbi', 'tell', 'u', 'xzjzoqjjw']"
113,Why are we not seeing charges filed against #HunterBiden and the accompanying #prosecution proceedings?… https://t.co/RfryvGuH6g,Why are we not seeing charges filed against HunterBiden and the accompanying prosecution proceedings…  g,"['why', 'are', 'we', 'not', 'seeing', 'charges', 'filed', 'against', 'hunterbiden', 'and', 'the', 'accompanying', 'prosecution', 'proceedings', 'g']","['seeing', 'charges', 'filed', 'hunterbiden', 'accompanying', 'prosecution', 'proceedings', 'g']","['see', 'charg', 'file', 'hunterbiden', 'accompani', 'prosecut', 'proceed', 'g']","['seeing', 'charge', 'filed', 'hunterbiden', 'accompanying', 'prosecution', 'proceeding', 'g']"
114,"📣 New Podcast! ""Dems Are Using the FBI as a Political Weapon"" on @Spreaker #beto #border #carter #doj #fbi… https://t.co/V90MU2G9Iw",📣 New Podcast Dems Are Using the FBI as a Political Weapon on Spreaker beto border carter doj fbi…  MU G Iw,"['', 'new', 'podcast', 'dems', 'are', 'using', 'the', 'fbi', 'as', 'a', 'political', 'weapon', 'on', 'spreaker', 'beto', 'border', 'carter', 'doj', 'fbi', 'mu', 'g', 'iw']","['', 'new', 'podcast', 'dems', 'using', 'fbi', 'political', 'weapon', 'spreaker', 'beto', 'border', 'carter', 'doj', 'fbi', 'mu', 'g', 'iw']","['', 'new', 'podcast', 'dem', 'use', 'fbi', 'polit', 'weapon', 'spreaker', 'beto', 'border', 'carter', 'doj', 'fbi', 'mu', 'g', 'iw']","['', 'new', 'podcast', 'dems', 'using', 'fbi', 'political', 'weapon', 'spreaker', 'beto', 'border', 'carter', 'doj', 'fbi', 'mu', 'g', 'iw']"
118,#WhipLash347 this clown is posting some political “inside” info while pushing some worthless assets on the Telegram… https://t.co/grM3lXLyom,WhipLash  this clown is posting some political “inside” info while pushing some worthless assets on the Telegram…  lXLyom,"['whiplash', 'this', 'clown', 'is', 'posting', 'some', 'political', 'inside', 'info', 'while', 'pushing', 'some', 'worthless', 'assets', 'on', 'the', 'telegram', 'lxlyom']","['whiplash', 'clown', 'posting', 'political', 'inside', 'info', 'pushing', 'worthless', 'assets', 'telegram', 'lxlyom']","['whiplash', 'clown', 'post', 'polit', 'insid', 'info', 'push', 'worthless', 'asset', 'telegram', 'lxlyom']","['whiplash', 'clown', 'posting', 'political', 'inside', 'info', 'pushing', 'worthless', 'asset', 'telegram', 'lxlyom']"
126,@NewsAsset It’s an unbelievable we let #alex and those #board members get away with this fraud! Why doesn’t any fin… https://t.co/ewQuoCGsvd,NewsAsset It’s an unbelievable we let alex and those board members get away with this fraud Why doesn’t any fin… ,"['newsasset', 'it', 's', 'an', 'unbelievable', 'we', 'let', 'alex', 'and', 'those', 'board', 'members', 'get', 'away', 'with', 'this', 'fraud', 'why', 'doesn', 't', 'any', 'fin', '']","['newsasset', 'unbelievable', 'let', 'alex', 'board', 'members', 'get', 'away', 'fraud', 'fin', '']","['newsasset', 'unbeliev', 'let', 'alex', 'board', 'member', 'get', 'away', 'fraud', 'fin', '']","['newsasset', 'unbelievable', 'let', 'alex', 'board', 'member', 'get', 'away', 'fraud', 'fin', '']"
131,@itachi69690586 He my Profil by https://t.co/wNhdeKysGm is hacked I have no idee how can help me my identity is sto… https://t.co/UWpszgRcDF,itachi  He my Profil by  is hacked I have no idee how can help me my identity is sto… ,"['itachi', 'he', 'my', 'profil', 'by', 'is', 'hacked', 'i', 'have', 'no', 'idee', 'how', 'can', 'help', 'me', 'my', 'identity', 'is', 'sto', '']","['itachi', 'profil', 'hacked', 'idee', 'help', 'identity', 'sto', '']","['itachi', 'profil', 'hack', 'ide', 'help', 'ident', 'sto', '']","['itachi', 'profil', 'hacked', 'idee', 'help', 'identity', 'sto', '']"
133,@joncoopertweets EVERYONE I KNOW IS VOTING REPUBLICAN. #PARENTS don’t want their kids uneducated. They don’t don’t… https://t.co/G4b7Mz9Fwi,joncoopertweets EVERYONE I KNOW IS VOTING REPUBLICAN PARENTS don’t want their kids uneducated They don’t don’t…  b Mz Fwi,"['joncoopertweets', 'everyone', 'i', 'know', 'is', 'voting', 'republican', 'parents', 'don', 't', 'want', 'their', 'kids', 'uneducated', 'they', 'don', 't', 'don', 't', 'b', 'mz', 'fwi']","['joncoopertweets', 'everyone', 'know', 'voting', 'republican', 'parents', 'want', 'kids', 'uneducated', 'b', 'mz', 'fwi']","['joncoopertweet', 'everyon', 'know', 'vote', 'republican', 'parent', 'want', 'kid', 'uneduc', 'b', 'mz', 'fwi']","['joncoopertweets', 'everyone', 'know', 'voting', 'republican', 'parent', 'want', 'kid', 'uneducated', 'b', 'mz', 'fwi']"
137,The FBI went from stopping terrorists to stopping Bible study &amp; parents fed up with the way teachers teach children. #FBiden  #FBI,The FBI went from stopping terrorists to stopping Bible study amp parents fed up with the way teachers teach children FBiden  FBI,"['the', 'fbi', 'went', 'from', 'stopping', 'terrorists', 'to', 'stopping', 'bible', 'study', 'amp', 'parents', 'fed', 'up', 'with', 'the', 'way', 'teachers', 'teach', 'children', 'fbiden', 'fbi']","['fbi', 'went', 'stopping', 'terrorists', 'stopping', 'bible', 'study', 'amp', 'parents', 'fed', 'way', 'teachers', 'teach', 'children', 'fbiden', 'fbi']","['fbi', 'went', 'stop', 'terrorist', 'stop', 'bibl', 'studi', 'amp', 'parent', 'fed', 'way', 'teacher', 'teach', 'children', 'fbiden', 'fbi']","['fbi', 'went', 'stopping', 'terrorist', 'stopping', 'bible', 'study', 'amp', 'parent', 'fed', 'way', 'teacher', 'teach', 'child', 'fbiden', 'fbi']"
139,•Why Federal government of Nigeria sued Meta•#Apple CEO Tim Cook doesn't like the Metaverse. Here's why•Binance ope… https://t.co/WMnhXqyIXX,•Why Federal government of Nigeria sued Meta•Apple CEO Tim Cook doesnt like the Metaverse Heres why•Binance ope… ,"['', 'why', 'federal', 'government', 'of', 'nigeria', 'sued', 'meta', 'apple', 'ceo', 'tim', 'cook', 'doesnt', 'like', 'the', 'metaverse', 'heres', 'why', 'binance', 'ope', '']","['', 'federal', 'government', 'nigeria', 'sued', 'meta', 'apple', 'ceo', 'tim', 'cook', 'doesnt', 'like', 'metaverse', 'heres', 'binance', 'ope', '']","['', 'feder', 'govern', 'nigeria', 'su', 'meta', 'appl', 'ceo', 'tim', 'cook', 'doesnt', 'like', 'metavers', 'here', 'binanc', 'ope', '']","['', 'federal', 'government', 'nigeria', 'sued', 'meta', 'apple', 'ceo', 'tim', 'cook', 'doesnt', 'like', 'metaverse', 'here', 'binance', 'ope', '']"
146,A #FBI RE IDENTIFY WOULD HAVE BEEN THE PROFESSIONAL PROPER MOVE 20 YEARS BACK BUT U USED ME TO EDUCATE YOU ON GANG… https://t.co/DesT8lhliM,A FBI RE IDENTIFY WOULD HAVE BEEN THE PROFESSIONAL PROPER MOVE   YEARS BACK BUT U USED ME TO EDUCATE YOU ON GANG…  lhliM,"['a', 'fbi', 're', 'identify', 'would', 'have', 'been', 'the', 'professional', 'proper', 'move', 'years', 'back', 'but', 'u', 'used', 'me', 'to', 'educate', 'you', 'on', 'gang', 'lhlim']","['fbi', 'identify', 'would', 'professional', 'proper', 'move', 'years', 'back', 'u', 'used', 'educate', 'gang', 'lhlim']","['fbi', 'identifi', 'would', 'profession', 'proper', 'move', 'year', 'back', 'u', 'use', 'educ', 'gang', 'lhlim']","['fbi', 'identify', 'would', 'professional', 'proper', 'move', 'year', 'back', 'u', 'used', 'educate', 'gang', 'lhlim']"
147,Dirty cop Bobbi (732) 877-2713 of the #middlesexcountynj prosecutors task force and #fbi Newark agents Jason Chris… https://t.co/kgyAJryUQL,Dirty cop Bobbi     of the middlesexcountynj prosecutors task force and fbi Newark agents Jason Chris… ,"['dirty', 'cop', 'bobbi', 'of', 'the', 'middlesexcountynj', 'prosecutors', 'task', 'force', 'and', 'fbi', 'newark', 'agents', 'jason', 'chris', '']","['dirty', 'cop', 'bobbi', 'middlesexcountynj', 'prosecutors', 'task', 'force', 'fbi', 'newark', 'agents', 'jason', 'chris', '']","['dirti', 'cop', 'bobbi', 'middlesexcountynj', 'prosecutor', 'task', 'forc', 'fbi', 'newark', 'agent', 'jason', 'chri', '']","['dirty', 'cop', 'bobbi', 'middlesexcountynj', 'prosecutor', 'task', 'force', 'fbi', 'newark', 'agent', 'jason', 'chris', '']"
148,I can’t go anywhere because I’m healing from a medical procedure so I thought I would start a new #tv series. I lov… https://t.co/uE79LDnSvQ,I can’t go anywhere because I’m healing from a medical procedure so I thought I would start a new tv series I lov…  LDnSvQ,"['i', 'can', 't', 'go', 'anywhere', 'because', 'i', 'm', 'healing', 'from', 'a', 'medical', 'procedure', 'so', 'i', 'thought', 'i', 'would', 'start', 'a', 'new', 'tv', 'series', 'i', 'lov', 'ldnsvq']","['go', 'anywhere', 'healing', 'medical', 'procedure', 'thought', 'would', 'start', 'new', 'tv', 'series', 'lov', 'ldnsvq']","['go', 'anywher', 'heal', 'medic', 'procedur', 'thought', 'would', 'start', 'new', 'tv', 'seri', 'lov', 'ldnsvq']","['go', 'anywhere', 'healing', 'medical', 'procedure', 'thought', 'would', 'start', 'new', 'tv', 'series', 'lov', 'ldnsvq']"
154,Have you noticed a lot more raids and arrests based solely on political opposition to @TheDemocrats platform? Have… https://t.co/nlAotUBOiM,Have you noticed a lot more raids and arrests based solely on political opposition to TheDemocrats platform Have… ,"['have', 'you', 'noticed', 'a', 'lot', 'more', 'raids', 'and', 'arrests', 'based', 'solely', 'on', 'political', 'opposition', 'to', 'thedemocrats', 'platform', 'have', '']","['noticed', 'lot', 'raids', 'arrests', 'based', 'solely', 'political', 'opposition', 'thedemocrats', 'platform', '']","['notic', 'lot', 'raid', 'arrest', 'base', 'sole', 'polit', 'opposit', 'thedemocrat', 'platform', '']","['noticed', 'lot', 'raid', 'arrest', 'based', 'solely', 'political', 'opposition', 'thedemocrats', 'platform', '']"
156,"We have it on good authority that #Trump, at a rally yesterday, made remarks (read from a teleprompter), that could… https://t.co/PXXwUhdhbZ",We have it on good authority that Trump at a rally yesterday made remarks read from a teleprompter that could… ,"['we', 'have', 'it', 'on', 'good', 'authority', 'that', 'trump', 'at', 'a', 'rally', 'yesterday', 'made', 'remarks', 'read', 'from', 'a', 'teleprompter', 'that', 'could', '']","['good', 'authority', 'trump', 'rally', 'yesterday', 'made', 'remarks', 'read', 'teleprompter', 'could', '']","['good', 'author', 'trump', 'ralli', 'yesterday', 'made', 'remark', 'read', 'teleprompt', 'could', '']","['good', 'authority', 'trump', 'rally', 'yesterday', 'made', 'remark', 'read', 'teleprompter', 'could', '']"
161,"1. Recruit ungrounded/amoral thugs to fill ranks.
2. Allow thugs to commit sex (other???) crimes.
3. Have a little… https://t.co/f82CWW1wDc","  Recruit ungroundedamoral thugs to fill ranks
  Allow thugs to commit sex other crimes
  Have a little…  CWW wDc","['', 'recruit', 'ungroundedamoral', 'thugs', 'to', 'fill', 'ranks', 'allow', 'thugs', 'to', 'commit', 'sex', 'other', 'crimes', 'have', 'a', 'little', 'cww', 'wdc']","['', 'recruit', 'ungroundedamoral', 'thugs', 'fill', 'ranks', 'allow', 'thugs', 'commit', 'sex', 'crimes', 'little', 'cww', 'wdc']","['', 'recruit', 'ungroundedamor', 'thug', 'fill', 'rank', 'allow', 'thug', 'commit', 'sex', 'crime', 'littl', 'cww', 'wdc']","['', 'recruit', 'ungroundedamoral', 'thug', 'fill', 'rank', 'allow', 'thug', 'commit', 'sex', 'crime', 'little', 'cww', 'wdc']"
